LATITUDE,LONGITUDE,SAMPLE_TIME_UTC,FUNCTIONAL_GROUP,TAXON_NAME,ABUNDANCE_M3,PROJECTNUMBER
-14.22667,121.65667,2008-07-01T02:00:01Z,Poecilostomatoida,Oncaea brodskii,0.714,7
-14.22667,121.65333,2008-06-30T14:00:30Z,Calanoid,Calocalanus plumulosus,2.857,7
-14.22667,121.65333,2008-06-30T14:00:30Z,Calanoid,Pleuromamma xiphias,0.714,7
-14.22667,121.65333,2008-06-30T14:00:30Z,Poecilostomatoida,Oncaea zernovi complex,6.897,7
-13.94667,121.98167,2009-11-28T02:00:28Z,Cyclopoid,Oithona plumifera,2.667,7
-14.03667,121.855,2009-11-29T20:00:29Z,Calanoid,Parvocalanus dubia,53.333,7
-14.22667,121.65833,2009-12-01T08:00:01Z,Poecilostomatoida,Conaea rapax,0.476,7
-14.22667,121.65833,2009-12-01T08:00:01Z,Cyclopoid,Oithona simplex,16,7
-14.03667,121.85667,2009-11-29T08:00:29Z,Calanoid,Scolecithrix danae,2.353,7
-14.03667,121.85167,2008-06-26T20:00:26Z,Cyclopoid,Oithona simplex,9.091,7
-14.22624,121.65948,2009-06-01T08:01:01Z,Calanoid,Acrocalanus gracilis,0.276,7
-14.22624,121.65948,2009-06-01T08:01:01Z,Cyclopoid,Oithona setigera,2.5,7
-14.22624,121.65948,2009-06-01T08:01:01Z,Poecilostomatoida,Ditrichocorycaeus andrewsi,3.333,7
-14.03667,121.85667,2008-12-09T02:00:09Z,Poecilostomatoida,Farranula concinna,11.765,7
-14.04002,121.85283,2009-06-05T08:01:05Z,Calanoid,Parvocalanus crassirostris,2.667,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Calanoid,Lucicutia flavicornis,0.69,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Poecilostomatoida,Oncaea zernovi complex,14.286,7
-14.22667,121.65667,2008-07-01T02:00:01Z,Poecilostomatoida,Farranula carinata,0.741,7
-14.22667,121.65667,2008-07-01T02:00:01Z,Cyclopoid,Oithona tenuis,3.81,7
-14.10167,121.85167,2008-12-02T08:00:02Z,Poecilostomatoida,Oncaea waldemari,5,7
-14.1,121.85167,2008-12-02T14:00:02Z,Poecilostomatoida,Oncaea scottodicarloi,7.207,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Cyclopoid,Oithona plumifera,22.222,7
-13.94667,121.93167,2008-06-28T14:00:28Z,Calanoid,Clausocalanus arcuicornis,0.625,7
-14.22667,121.65667,2008-06-30T08:00:30Z,Calanoid,Clausocalanus farrani,0.333,7
-14.22667,121.65667,2008-06-30T08:00:30Z,Cyclopoid,Oithona plumifera,4.286,7
-14.08167,121.85167,2009-11-26T02:00:26Z,Cyclopoid,Oithona attenuata stocky,15.842,7
-13.94833,121.98167,2009-11-27T08:00:27Z,Calanoid,Paracalanus nanus,13.333,7
-13.94833,121.98167,2009-11-27T08:00:27Z,Calanoid,Paracalanus indicus,10,7
-13.94667,121.98167,2009-11-27T12:00:27Z,Cyclopoid,Oithona nana,98.462,7
-14.22606,121.65053,2009-06-01T14:00:01Z,Poecilostomatoida,Farranula gibbula,17.143,7
-14.22659,121.66223,2009-06-01T20:00:01Z,Calanoid,Mecynocera clausi,2.667,7
-14.22659,121.66223,2009-06-01T20:00:01Z,Cyclopoid,Oithona simplex,34.667,7
-14.22659,121.66223,2009-06-01T20:00:01Z,Calanoid,Pleuromamma gracilis,2.667,7
-14.22659,121.66223,2009-06-01T20:00:01Z,Calanoid,Parvocalanus crassirostris,2.667,7
-14.22756,121.66198,2009-06-02T02:00:02Z,Cyclopoid,Oithona fallax,2.667,7
-14.22756,121.66198,2009-06-02T02:00:02Z,Poecilostomatoida,Farranula gibbula,5.333,7
-14.22756,121.66198,2009-06-02T02:00:02Z,Poecilostomatoida,Corycaeus crassiusculus,2.667,7
-13.94688,121.97912,2009-06-03T08:03:03Z,Cyclopoid,Oithona simplex,32,7
-13.94764,121.98077,2009-06-03T13:58:03Z,Cyclopoid,Dioithona rigida,2.857,7
-13.94764,121.98077,2009-06-03T13:58:03Z,Poecilostomatoida,Ditrichocorycaeus dahli,8.571,7
-13.94574,121.98455,2009-06-03T20:03:03Z,Cyclopoid,Oithona nana,57.5,7
-13.94574,121.98455,2009-06-03T20:03:03Z,Cyclopoid,Oithona simplex,47.5,7
-13.94574,121.98455,2009-06-03T20:03:03Z,Poecilostomatoida,Farranula concinna,5,7
-13.94574,121.98455,2009-06-03T20:03:03Z,Cyclopoid,Oithona simplex,27.5,7
-13.94574,121.98455,2009-06-03T20:03:03Z,Calanoid,Calanopia elliptica,2.5,7
-13.94667,121.98167,2009-11-27T12:00:27Z,Calanoid,Subeucalanus subcrassus,3.077,7
-13.94667,121.98167,2009-11-27T20:00:27Z,Cyclopoid,Oithona plumifera,37.333,7
-13.94667,121.98167,2009-11-27T20:00:27Z,Calanoid,Paracalanus indicus,42.667,7
-13.94667,121.98167,2009-11-28T02:00:28Z,Cyclopoid,Oithona plumifera,32,7
-14.03667,121.855,2009-11-29T20:00:29Z,Cyclopoid,Oithona robusta,4.444,7
-14.03667,121.855,2009-11-29T20:00:29Z,Calanoid,Parvocalanus dubia,22.222,7
-14.03667,121.855,2009-11-30T02:00:30Z,Cyclopoid,Oithona nana,85,7
-14.03667,121.855,2009-11-30T02:00:30Z,Calanoid,Parvocalanus dubia,10,7
-14.03667,121.855,2009-11-30T02:00:30Z,Calanoid,Clausocalanus arcuicornis,5,7
-14.22667,121.65833,2009-12-01T08:00:01Z,Poecilostomatoida,Onychocorycaeus pacificus,2,7
-14.225,121.65833,2009-12-01T14:00:01Z,Calanoid,Paracalanus indicus,14,7
-14.225,121.65833,2009-12-01T14:00:01Z,Cyclopoid,Oithona nana,10,7
-14.225,121.66333,2009-12-01T20:00:01Z,Cyclopoid,Oithona plumifera,33.333,7
-14.225,121.66333,2009-12-01T20:00:01Z,Calanoid,Clausocalanus furcatus,6.667,7
-14.225,121.66333,2009-12-01T20:00:01Z,Poecilostomatoida,Corycaeus crassiusculus,6.667,7
-14.225,121.65833,2009-12-02T02:00:02Z,Calanoid,Euchaeta rimana,4.444,7
-14.22667,121.65833,2009-12-01T08:00:01Z,Calanoid,Clausocalanus arcuicornis,0.23,7
-14.22667,121.65833,2009-12-01T08:00:01Z,Cyclopoid,Oithona tenuis,0.476,7
-14.22667,121.65833,2009-12-01T08:00:01Z,Calanoid,Lucicutia gemina,0.769,7
-14.22667,121.65833,2009-12-01T08:00:01Z,Cyclopoid,Oithona simplex,8,7
-14.22667,121.65833,2009-12-01T08:00:01Z,Calanoid,Acrocalanus gibber,2,7
-13.94667,121.98167,2009-11-28T02:00:28Z,Calanoid,Paracalanus indicus,2.667,7
-13.94667,121.98167,2009-11-28T02:00:28Z,Calanoid,Clausocalanus arcuicornis,8,7
-14.03667,121.85667,2009-11-29T08:00:29Z,Cyclopoid,Oithona simplex,16.471,7
-14.03667,121.85667,2009-11-29T08:00:29Z,Cyclopoid,Oithona nana,47.059,7
-14.03667,121.85667,2009-11-29T08:00:29Z,Calanoid,Parvocalanus dubia,21.176,7
-14.03667,121.85167,2008-06-26T20:00:26Z,Calanoid,Clausocalanus arcuicornis,3.03,7
-14.03667,121.85167,2008-06-26T20:00:26Z,Calanoid,Clausocalanus furcatus,4.242,7
-14.03667,121.85167,2008-06-26T20:00:26Z,Poecilostomatoida,Farranula gibbula,30.769,7
-14.03667,121.85333,2008-06-27T02:00:27Z,Cyclopoid,Oithona simplex,0.625,7
-14.03667,121.85333,2008-06-27T02:00:27Z,Poecilostomatoida,Onychocorycaeus pacificus,0.625,7
-14.03667,121.85333,2008-06-27T02:00:27Z,Calanoid,Paracalanus nanus,5.517,7
-14.03667,121.85333,2008-06-27T02:00:27Z,Cyclopoid,Oithona simplex,15.172,7
-14.03667,121.85667,2008-12-08T14:00:08Z,Cyclopoid,Oithona simplex,37.5,7
-14.03667,121.85667,2008-12-08T14:00:08Z,Cyclopoid,Oithona similis,3.125,7
-14.03667,121.85667,2008-12-08T20:00:08Z,Cyclopoid,Oithona simplex,0.667,7
-14.03667,121.85667,2008-12-08T20:00:08Z,Poecilostomatoida,Conaea rapax,0.333,7
-13.95,121.98167,2008-12-06T08:00:06Z,Cyclopoid,Oithona plumifera,0.381,7
-13.95,121.98167,2008-12-06T08:00:06Z,Cyclopoid,Oithona simplex,0.381,7
-13.95,121.98167,2008-12-06T08:00:06Z,Calanoid,Paracalanus nanus,1.29,7
-13.95,121.98167,2008-12-06T08:00:06Z,Calanoid,Subeucalanus pileatus,4.396,7
-13.95,121.98167,2008-12-06T08:00:06Z,Calanoid,Acrocalanus gibber,4.396,7
-13.95,121.98167,2008-12-06T08:00:06Z,Poecilostomatoida,Farranula concinna,4.396,7
-13.94667,121.98167,2008-12-06T14:00:06Z,Calanoid,Pleuromamma abdominalis,0.46,7
-13.94667,121.98167,2008-12-06T14:00:06Z,Calanoid,Rhincalanus rostrifrons,0.92,7
-13.94667,121.98167,2008-12-06T14:00:06Z,Cyclopoid,Oithona plumifera,0.46,7
-13.94667,121.98167,2008-12-06T14:00:06Z,Cyclopoid,Oithona attenuata stocky,1.379,7
-13.94667,121.98167,2008-12-06T14:00:06Z,Cyclopoid,Oithona attenuata stocky,4.762,7
-13.94667,121.98,2008-12-06T20:00:06Z,Calanoid,Clausocalanus paululus,1.379,7
-13.94667,121.98,2008-12-06T20:00:06Z,Cyclopoid,Oithona simplex,5.714,7
-14.03667,121.85667,2008-12-08T20:00:08Z,Cyclopoid,Oithona vivida,1.524,7
-14.03667,121.85667,2008-12-08T20:00:08Z,Cyclopoid,Oithona simplex,1.524,7
-14.03667,121.85667,2008-12-08T20:00:08Z,Poecilostomatoida,Corycaeus crassiusculus,0.762,7
-14.03667,121.85667,2008-12-08T20:00:08Z,Cyclopoid,Oithona simplex,28.571,7
-14.03667,121.85667,2008-12-08T20:00:08Z,Cyclopoid,Oithona attenuata stocky,14.286,7
-14.035,121.85167,2008-12-09T14:00:09Z,Calanoid,Clausocalanus furcatus,12.245,7
-14.0995,121.85282,2009-05-30T08:00:30Z,Cyclopoid,Oithona fallax,7.175,7
-14.22624,121.65948,2009-06-01T08:01:01Z,Calanoid,Chiridius poppei,0.69,7
-14.22624,121.65948,2009-06-01T08:01:01Z,Calanoid,Aetideus giesbrechti,0.833,7
-14.22624,121.65948,2009-06-01T08:01:01Z,Calanoid,Calocalanus plumulosus,0.833,7
-14.22624,121.65948,2009-06-01T08:01:01Z,Cyclopoid,Oithona fallax,3.333,7
-14.22624,121.65948,2009-06-01T08:01:01Z,Cyclopoid,Oithona nana,3.333,7
-14.22624,121.65948,2009-06-01T08:01:01Z,Poecilostomatoida,Corycaeus speciosus,10,7
-14.22606,121.65053,2009-06-01T14:00:01Z,Calanoid,Paracalanus nanus,8.571,7
-14.0995,121.85282,2009-05-30T08:00:30Z,Poecilostomatoida,Oncaea venusta typica,3.587,7
-14.0995,121.85282,2009-05-30T08:00:30Z,Calanoid,Centropages orsinii,3.587,7
-14.09932,121.85322,2009-05-30T14:00:30Z,Poecilostomatoida,Oncaea venusta typica,5.079,7
-14.09932,121.85322,2009-05-30T14:00:30Z,Calanoid,Calanopia aurivilli,5.079,7
-14.09958,121.85238,2009-05-30T20:00:30Z,Calanoid,Calocalanus pavo,8.299,7
-14.09958,121.85238,2009-05-30T20:00:30Z,Calanoid,Clausocalanus arcuicornis,8.299,7
-14.09958,121.85238,2009-05-30T20:00:30Z,Cyclopoid,Oithona nana,207.469,7
-14.09958,121.85238,2009-05-30T20:00:30Z,Cyclopoid,Oithona fallax,41.494,7
-14.09938,121.8534,2009-05-31T02:00:31Z,Calanoid,Bestiolina similis,10.638,7
-14.09938,121.8534,2009-05-31T02:00:31Z,Cyclopoid,Oithona simplex,117.021,7
-14.09938,121.8534,2009-05-31T02:00:31Z,Poecilostomatoida,Farranula gibbula,42.553,7
-14.09938,121.8534,2009-05-31T02:00:31Z,Cyclopoid,Oithona plumifera,31.915,7
-14.22624,121.65948,2009-06-01T08:01:01Z,Calanoid,Rhincalanus rostrifrons,0.276,7
-14.03667,121.85667,2008-12-09T02:00:09Z,Calanoid,Clausocalanus arcuicornis,0.476,7
-14.22667,121.65333,2008-06-30T14:00:30Z,Calanoid,Canthocalanus pauper,0.357,7
-14.22667,121.65333,2008-06-30T14:00:30Z,Poecilostomatoida,Corycaeus clausi,0.69,7
-14.22667,121.65333,2008-06-30T14:00:30Z,Poecilostomatoida,Triconia minuta,1.379,7
-14.22667,121.65333,2008-06-30T14:00:30Z,Calanoid,Stephos maculosus,0.69,7
-14.09833,121.85,2008-12-02T20:00:02Z,Cyclopoid,Oithona similis,9.697,7
-14.09833,121.85,2008-12-02T20:00:02Z,Calanoid,Bestiolina similis,67.879,7
-14.09833,121.85167,2008-12-03T02:00:03Z,Cyclopoid,Oithona attenuata stocky,26.374,7
-14.09833,121.85167,2008-12-03T02:00:03Z,Cyclopoid,Oithona simplex,114.286,7
-14.22667,121.65833,2008-12-04T08:00:04Z,Calanoid,Pleuromamma indica,0.606,7
-14.22667,121.65833,2008-12-04T08:00:04Z,Calanoid,Clausocalanus farrani,0.303,7
-14.22667,121.65833,2008-12-04T08:00:04Z,Cyclopoid,Oithona simplex,0.645,7
-14.22667,121.65833,2008-12-04T08:00:04Z,Calanoid,Calocalanus plumulosus,0.645,7
-14.22667,121.65833,2008-12-04T08:00:04Z,Cyclopoid,Oithona fallax,0.645,7
-14.22667,121.65833,2008-12-04T08:00:04Z,Calanoid,Clausocalanus arcuicornis,0.533,7
-14.22667,121.65833,2008-12-04T08:00:04Z,Calanoid,Clausocalanus farrani,2.222,7
-14.22667,121.65833,2008-12-04T08:00:04Z,Calanoid,Scolecithrix danae,2.222,7
-14.22667,121.65833,2008-12-04T08:00:04Z,Cyclopoid,Oithona simplex,28.125,7
-14.22667,121.65833,2008-12-04T08:00:04Z,Calanoid,Acrocalanus gibber,3.125,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Poecilostomatoida,Oncaea scottodicarloi,0.345,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Poecilostomatoida,Oncaea ornata complex,0.69,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Cyclopoid,Oithona similis,0.69,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Cyclopoid,Oithona fallax,0.69,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Cyclopoid,Oithona simplex,0.69,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Poecilostomatoida,Corycaeus speciosus,0.69,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Poecilostomatoida,Triconia rufa,0.69,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Poecilostomatoida,Triconia minuta complex,2.069,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Calanoid,Pleuromamma indica,0.667,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Poecilostomatoida,Oncaea waldemari,0.667,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Calanoid,Lucicutia gemina,2.857,7
-14.22667,121.65667,2008-07-01T02:00:01Z,Calanoid,Clausocalanus arcuicornis,0.741,7
-14.22667,121.65667,2008-07-01T02:00:01Z,Calanoid,Clausocalanus farrani,1.481,7
-14.22667,121.65667,2008-07-01T02:00:01Z,Poecilostomatoida,Oncaea media,5.714,7
-14.22667,121.65667,2008-07-01T02:00:01Z,Poecilostomatoida,Spinoncaea ivlevi,3.846,7
-14.10167,121.85167,2008-12-02T08:00:02Z,Cyclopoid,Oithona fallax,10,7
-14.10167,121.85167,2008-12-02T08:00:02Z,Poecilostomatoida,Farranula curta,15,7
-14.1,121.85167,2008-12-02T14:00:02Z,Cyclopoid,Oithona plumifera,14.414,7
-14.1,121.85167,2008-12-02T14:00:02Z,Cyclopoid,Oithona nana,129.73,7
-14.1,121.85167,2008-12-02T14:00:02Z,Poecilostomatoida,Farranula curta,7.207,7
-14.1,121.85167,2008-12-02T14:00:02Z,Poecilostomatoida,Oncaea venusta venella,7.207,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Calanoid,Parvocalanus dubia,5.714,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Calanoid,Clausocalanus farrani,2.857,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Poecilostomatoida,Corycaeus clausi,2.857,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Cyclopoid,Oithona tenuis,2.778,7
-14.22667,121.65833,2008-12-04T14:00:04Z,Calanoid,Paracalanus nanus,16.667,7
-14.22167,121.65667,2008-12-04T20:00:04Z,Calanoid,Clausocalanus paululus,0.938,7
-14.22167,121.65667,2008-12-04T20:00:04Z,Calanoid,Euchirella pulchra,0.313,7
-14.22167,121.65667,2008-12-04T20:00:04Z,Calanoid,Pleuromamma abdominalis,2.5,7
-14.22167,121.65667,2008-12-04T20:00:04Z,Cyclopoid,Oithona nana,20,7
-14.22167,121.65667,2008-12-04T20:00:04Z,Cyclopoid,Oithona nana,62.5,7
-14.22167,121.65667,2008-12-04T20:00:04Z,Cyclopoid,Oithona tenuis,2.5,7
-14.22833,121.66,2008-12-05T02:00:05Z,Cyclopoid,Dioithona rigida,5,7
-14.22833,121.66,2008-12-05T02:00:05Z,Cyclopoid,Oithona plumifera,15,7
-14.22833,121.66,2008-12-05T02:00:05Z,Cyclopoid,Oithona nana,15,7
-14.03667,121.855,2008-06-26T08:00:26Z,Calanoid,Clausocalanus farrani,0.606,7
-14.03667,121.855,2008-06-26T08:00:26Z,Calanoid,Paracalanus nanus,1.429,7
-14.03667,121.855,2008-06-26T08:00:26Z,Cyclopoid,Oithona fallax,1.429,7
-14.03667,121.855,2008-06-26T08:00:26Z,Cyclopoid,Oithona nana,11.765,7
-14.03667,121.855,2008-06-26T14:00:26Z,Calanoid,Parvocalanus dubia,0.27,7
-14.03667,121.855,2008-06-26T14:00:26Z,Poecilostomatoida,Conaea rapax,0.27,7
-14.03667,121.855,2008-06-26T14:00:26Z,Cyclopoid,Oithona tenuis,4.286,7
-14.03667,121.855,2008-06-26T14:00:26Z,Cyclopoid,Oithona simplex,16.429,7
-14.03667,121.855,2008-06-26T14:00:26Z,Cyclopoid,Oithona plumifera,0.714,7
-14.03667,121.855,2008-06-26T14:00:26Z,Cyclopoid,Oithona similis,1.429,7
-14.03667,121.855,2008-06-26T14:00:26Z,Poecilostomatoida,Onychocorycaeus pacificus,1.429,7
-14.03667,121.855,2008-06-26T14:00:26Z,Cyclopoid,Oithona fallax,4.348,7
-14.03667,121.855,2008-06-26T14:00:26Z,Poecilostomatoida,Farranula concinna,2.174,7
-14.03667,121.85167,2008-06-26T20:00:26Z,Calanoid,Parvocalanus dubia,0.313,7
-13.94667,121.93167,2008-06-28T14:00:28Z,Cyclopoid,Oithona fallax,0.625,7
-13.94667,121.93167,2008-06-28T14:00:28Z,Calanoid,Clausocalanus furcatus,21.053,7
-13.94667,121.93167,2008-06-28T14:00:28Z,Calanoid,Clausocalanus farrani,4.444,7
-13.94667,121.98,2008-06-28T20:00:28Z,Calanoid,Calocalanus pavoninus,1.212,7
-13.94667,121.98,2008-06-28T20:00:28Z,Cyclopoid,Oithona simplex,37.333,7
-13.94667,121.98,2008-06-28T20:00:28Z,Calanoid,Pleuromamma gracilis,5.333,7
-13.94667,121.98,2008-06-28T20:00:28Z,Calanoid,Parvocalanus dubia,10.667,7
-13.94667,121.98,2008-06-28T20:00:28Z,Cyclopoid,Oithona simplex,5.333,7
-13.94667,121.98167,2008-06-29T02:00:29Z,Cyclopoid,Oithona similis,0.606,7
-13.94667,121.98167,2008-06-29T02:00:29Z,Poecilostomatoida,Farranula carinata,1.212,7
-13.94667,121.98167,2008-06-29T02:00:29Z,Calanoid,Nannocalanus minor,0.606,7
-13.94667,121.98167,2008-06-29T02:00:29Z,Cyclopoid,Oithona nana,168.421,7
-13.94667,121.98167,2008-06-29T02:00:29Z,Calanoid,Pleuromamma gracilis,21.053,7
-14.22667,121.65667,2008-06-30T08:00:30Z,Cyclopoid,Oithona simplex,0.741,7
-14.22667,121.65667,2008-06-30T08:00:30Z,Cyclopoid,Oithona fallax,0.37,7
-14.22667,121.65667,2008-06-30T08:00:30Z,Poecilostomatoida,Farranula carinata,0.741,7
-14.22667,121.65667,2008-06-30T08:00:30Z,Cyclopoid,Oithona setigera,0.714,7
-14.22667,121.65667,2008-06-30T08:00:30Z,Calanoid,Lucicutia ovalis,1.538,7
-14.03667,121.85333,2008-06-27T02:00:27Z,Poecilostomatoida,Onychocorycaeus catus,7.143,7
-14.03667,121.85333,2008-06-27T02:00:27Z,Poecilostomatoida,Farranula curta,7.143,7
-14.03667,121.85333,2008-06-27T02:00:27Z,Cyclopoid,Oithona attenuata stocky,6.25,7
-14.03667,121.85333,2008-06-27T02:00:27Z,Cyclopoid,Oithona nana,50,7
-14.03667,121.85333,2008-06-27T02:00:27Z,Calanoid,Clausocalanus farrani,12.5,7
-13.94667,121.98167,2008-06-28T08:00:28Z,Cyclopoid,Oithona plumifera,0.571,7
-13.94667,121.98167,2008-06-28T08:00:28Z,Calanoid,Clausocalanus furcatus,0.588,7
-13.94667,121.98167,2008-06-28T08:00:28Z,Cyclopoid,Oithona nana,16.842,7
-13.94667,121.98167,2008-06-28T08:00:28Z,Calanoid,Lucicutia ovalis,2.105,7
-13.94667,121.93167,2008-06-28T14:00:28Z,Calanoid,Clausocalanus pergens,2.778,7
-13.94667,121.93167,2008-06-28T14:00:28Z,Calanoid,Acrocalanus gracilis,2.778,7
-13.94667,121.93167,2008-06-28T14:00:28Z,Cyclopoid,Oithona setigera,1.053,7
-13.94667,121.93167,2008-06-28T14:00:28Z,Poecilostomatoida,Farranula concinna,1.053,7
-14.03667,121.85667,2008-12-09T02:00:09Z,Calanoid,Paracalanus indicus,5.882,7
-14.03667,121.85667,2008-12-09T02:00:09Z,Calanoid,Lucicutia flavicornis,5.882,7
-14.03667,121.85667,2008-12-09T02:00:09Z,Calanoid,Clausocalanus farrani,5.882,7
-14.035,121.85167,2008-12-09T14:00:09Z,Calanoid,Pleuromamma borealis,2.273,7
-13.94882,121.98642,2009-06-04T01:55:04Z,Calanoid,Clausocalanus arcuicornis,2.667,7
-13.94882,121.98642,2009-06-04T01:55:04Z,Calanoid,Clausocalanus furcatus,5.333,7
-13.94882,121.98642,2009-06-04T01:55:04Z,Cyclopoid,Oithona attenuata stocky,13.333,7
-14.04002,121.85283,2009-06-05T08:01:05Z,Poecilostomatoida,Onychocorycaeus pacificus,5.333,7
-14.04002,121.85283,2009-06-05T08:01:05Z,Calanoid,Candacia catula,2.667,7
-14.04002,121.85283,2009-06-05T08:01:05Z,Cyclopoid,Oithona fallax,13.333,7
-14.0364,121.85604,2009-06-05T14:00:05Z,Calanoid,Euchaeta marina,2.667,7
-14.0364,121.85604,2009-06-05T14:00:05Z,Calanoid,Subeucalanus crassus,5.333,7
-14.0364,121.85604,2009-06-05T14:00:05Z,Calanoid,Canthocalanus pauper,2.667,7
-14.03857,121.90763,2009-06-05T20:29:05Z,Harpacticoid,Euterpina acutifrons,7.5,7
-14.03857,121.90763,2009-06-05T20:29:05Z,Cyclopoid,Oithona setigera,2.5,7
-14.03857,121.90763,2009-06-05T20:29:05Z,Cyclopoid,Oithona nana,40,7
-14.0384,121.85522,2009-06-06T01:58:06Z,Cyclopoid,Oithona fallax,5,7
-14.0384,121.85522,2009-06-06T01:58:06Z,Cyclopoid,Oithona simplex,50,7
-14.0384,121.85522,2009-06-06T01:58:06Z,Cyclopoid,Oithona simplex,25,7
-14.0384,121.85522,2009-06-06T01:58:06Z,Calanoid,Paracalanus nanus,5,7
-14.09833,121.85167,2009-11-25T08:00:25Z,Poecilostomatoida,Oncaea media,6.612,7
-14.09833,121.85167,2009-11-25T14:00:25Z,Calanoid,Centropages orsinii,4.533,7
-14.09833,121.85167,2009-11-25T14:00:25Z,Poecilostomatoida,Onychocorycaeus pacificus,9.065,7
-14.08167,121.85167,2009-11-26T02:00:26Z,Cyclopoid,Oithona simplex,195.38,7
-13.94833,121.98167,2009-11-27T08:00:27Z,Poecilostomatoida,Farranula concinna,3.333,7
-13.94833,121.98167,2009-11-27T08:00:27Z,Poecilostomatoida,Farranula curta,3.333,7
-13.94833,121.98167,2009-11-27T08:00:27Z,Cyclopoid,Oithona simplex,23.333,7
-13.94833,121.98167,2009-11-27T08:00:27Z,Calanoid,Parvocalanus dubia,13.333,7
-13.94833,121.98167,2009-11-27T08:00:27Z,Cyclopoid,Oithona plumifera,73.333,7
-13.94667,121.98167,2009-11-27T12:00:27Z,Cyclopoid,Oithona simplex,67.692,7
-13.94667,121.98167,2009-11-27T12:00:27Z,Cyclopoid,Oithona fallax,3.077,7
-14.22606,121.65053,2009-06-01T14:00:01Z,Calanoid,Mecynocera clausi,2.857,7
-14.22606,121.65053,2009-06-01T14:00:01Z,Calanoid,Clausocalanus furcatus,8.571,7
-14.22606,121.65053,2009-06-01T14:00:01Z,Calanoid,Candacia catula,2.857,7
-14.22659,121.66223,2009-06-01T20:00:01Z,Poecilostomatoida,Farranula gibbula,13.333,7
-14.22756,121.66198,2009-06-02T02:00:02Z,Cyclopoid,Oithona simplex,69.333,7
-14.22756,121.66198,2009-06-02T02:00:02Z,Cyclopoid,Oithona simplex,37.333,7
-14.22756,121.66198,2009-06-02T02:00:02Z,Calanoid,Undinula vulgaris,2.667,7
-14.22756,121.66198,2009-06-02T02:00:02Z,Calanoid,Candacia catula,2.667,7
-13.94688,121.97912,2009-06-03T08:03:03Z,Cyclopoid,Oithona nana,66.667,7
-13.94688,121.97912,2009-06-03T08:03:03Z,Cyclopoid,Oithona plumifera,16,7
-13.94688,121.97912,2009-06-03T08:03:03Z,Poecilostomatoida,Ditrichocorycaeus asiaticus,13.333,7
-13.94764,121.98077,2009-06-03T13:58:03Z,Cyclopoid,Oithona attenuata stocky,2.857,7
-13.94764,121.98077,2009-06-03T13:58:03Z,Poecilostomatoida,Farranula gibbula,2.857,7
-13.94764,121.98077,2009-06-03T13:58:03Z,Poecilostomatoida,Ditrichocorycaeus asiaticus,2.857,7
-13.94574,121.98455,2009-06-03T20:03:03Z,Cyclopoid,Oithona attenuata stocky,2.5,7
-13.94574,121.98455,2009-06-03T20:03:03Z,Cyclopoid,Oithona setigera,2.5,7
-13.94574,121.98455,2009-06-03T20:03:03Z,Calanoid,Paracalanus nanus,10,7
-13.94667,121.98167,2009-11-27T12:00:27Z,Calanoid,Parvocalanus dubia,12.308,7
-13.94667,121.98167,2009-11-27T12:00:27Z,Calanoid,Candacia catula,3.077,7
-13.94667,121.98167,2009-11-27T12:00:27Z,Poecilostomatoida,Ditrichocorycaeus subtilis,3.077,7
-13.94667,121.98167,2009-11-27T20:00:27Z,Poecilostomatoida,Copilia mirabilis,5.333,7
-13.94667,121.98167,2009-11-27T20:00:27Z,Poecilostomatoida,Corycaeus clausi,5.333,7
-13.94667,121.98167,2009-11-28T02:00:28Z,Cyclopoid,Oithona simplex,45.333,7
-14.03667,121.855,2009-11-29T14:00:29Z,Cyclopoid,Oithona fallax,4.444,7
-14.03667,121.855,2009-11-29T14:00:29Z,Calanoid,Mecynocera clausi,2.222,7
-14.03667,121.855,2009-11-29T20:00:29Z,Cyclopoid,Oithona plumifera,8.889,7
-14.03667,121.855,2009-11-29T20:00:29Z,Calanoid,Paracalanus aculeatus,4.444,7
-14.03667,121.855,2009-11-29T20:00:29Z,Calanoid,Clausocalanus furcatus,4.444,7
-14.03667,121.855,2009-11-30T02:00:30Z,Calanoid,Parvocalanus dubia,45,7
-14.22833,121.66,2008-12-05T02:00:05Z,Calanoid,Paracalanus indicus,17.5,7
-14.22833,121.66,2008-12-05T02:00:05Z,Calanoid,Clausocalanus furcatus,12.5,7
